y_pred_proba,y_test
0.00028469845137014184,0.0
0.9992525906203137,1.0
0.9999893962089945,1.0
0.00028469845137014184,0.0
0.9999783478042231,1.0
0.00028469845137014184,0.0
0.00028469845137014184,0.0
0.00028469845137014184,0.0
0.00028469845137014184,0.0
0.9999816150513918,1.0
0.9999914869645401,1.0
0.00028469845137014184,0.0
0.00028469845137014184,0.0
0.9998586151848389,1.0
0.9999995688188551,1.0
0.9999983211920082,1.0
0.9999999978570504,1.0
0.9998677716393747,1.0
0.00028469845137014184,0.0
0.00028469845137014184,0.0
0.9998586151848389,1.0
0.9999994269612323,1.0
0.00028469845137014184,0.0
0.00028469845137014184,0.0
1.0,1.0
0.9989118934862541,1.0
0.9995890107290709,1.0
0.9999124515195584,1.0
0.00028469845137014184,0.0
0.00028469845137014184,0.0
0.00028469845137014184,0.0
0.9999999998502808,1.0
0.0013102709540530099,0.0
0.9999999999985548,1.0
0.9998332099878559,1.0
0.00028469845137014184,0.0
0.9999981404048106,1.0
0.9999999986036705,1.0
0.9999999999463574,1.0
0.9999999921769371,1.0
0.9999911014662884,1.0
0.9999952950216693,1.0
0.005903634728671156,0.0
0.9999999833537038,1.0
0.00028469845137014184,0.0
0.99999991228557,1.0
0.00028469845137014184,0.0
0.9999999958480204,1.0
0.9999999807300077,1.0
0.9999995433384127,1.0
0.9999651705488473,1.0
0.9999999999265411,1.0
0.00028469845137014184,0.0
0.00028469845137014184,0.0
0.00028469845137014184,0.0
0.044920591822195585,0.0
0.003258659696235482,0.0
0.9999999991010697,1.0
0.9973087478016196,0.0
0.00028469845137014184,0.0
0.9883331010298818,1.0
0.999999974292277,1.0
0.00028469845137014184,0.0
0.9480248321746783,1.0
0.9999724607612015,1.0
0.003870999945726475,0.0
0.00028469845137014184,0.0
0.002471494554436426,0.0
0.9999999993736706,1.0
0.9764428631687084,1.0
0.00028469845137014184,0.0
0.00028469845137014184,0.0
0.00028469845137014184,0.0
0.99999973027408,1.0
0.9999999998999659,1.0
0.9996240249916656,1.0
0.9999664946238545,1.0
0.00028469845137014184,0.0
0.9999154800004493,1.0
0.9999690079013762,1.0
0.00028469845137014184,0.0
0.00028469845137014184,0.0
0.00028469845137014184,0.0
0.9997138044487265,1.0
0.9999985624235298,1.0
0.00028469845137014184,0.0
0.9998276677345127,1.0
0.00028469845137014184,0.0
0.999975563493694,1.0
0.00028469845137014184,0.0
0.08083241186953957,0.0
0.9999950696931614,1.0
