y_pred_proba,y_test
0.047065042518461775,0.0
0.7968666456073725,1.0
0.9145251367723858,1.0
0.0446010126433855,0.0
0.9042993371196925,1.0
0.037987297180663064,0.0
0.058095030265102196,0.0
0.07640685945313028,0.0
0.029385711579432653,0.0
0.9095024037088177,1.0
0.9195096332803963,1.0
0.01996286595644679,0.0
0.04662796969394355,0.0
0.8451151512234316,1.0
0.9558984635909409,1.0
0.9436860062372047,1.0
0.9876146217238732,1.0
0.8528073530465239,1.0
0.04298230667701108,0.0
0.03219166260658023,0.0
0.8524247030523436,1.0
0.9594774992555414,1.0
0.029385711579432653,0.0
0.023513718866406807,0.0
0.9998261079541241,1.0
0.7772704601616984,1.0
0.8067064184444632,1.0
0.8769520856854734,1.0
0.1376676314825059,0.0
0.03091433390154549,0.0
0.03238906696494785,0.0
0.9926855067894559,1.0
0.20552055025049415,0.0
0.9965025949903505,1.0
0.8510604411893351,1.0
0.037625812647722,0.0
0.9487843747877763,1.0
0.9875993987758076,1.0
0.992175911026272,1.0
0.98114797033291,1.0
0.9136141737045741,1.0
0.9380042069536749,1.0
0.18529539899608866,0.0
0.9791623191863232,1.0
0.028122281674171943,0.0
0.970808273749246,1.0
0.09292993705488024,0.0
0.9853635151048626,1.0
0.9719252484297402,1.0
0.9616515099253263,1.0
0.8962658376074534,1.0
0.9924778296148443,1.0
0.026740197170860444,0.0
0.06618873286300117,0.0
0.04569093814725385,0.0
0.149283102889101,0.0
0.08784998537390132,0.0
0.9866303670720236,1.0
0.9743081455235719,0.0
0.02891983039401386,0.0
0.6273304502207941,1.0
0.9805535600170473,1.0
0.030039631644418537,0.0
0.5153647599315939,1.0
0.9019775465010189,1.0
0.12534145348619918,0.0
0.0319492261729662,0.0
0.15896076804571233,0.0
0.9896591463319863,1.0
0.5952423879790452,1.0
0.0255945805865963,0.0
0.03653372110084865,0.0
0.07050860851075438,0.0
0.9666150148258201,1.0
0.9897790560847805,1.0
0.8350216057605189,1.0
0.8782478054344679,1.0
0.030073360644758514,0.0
0.8692202176120463,1.0
0.9019054874830716,1.0
0.02376741031719334,0.0
0.03742607921687701,0.0
0.042328569162338396,0.0
0.8286879230011661,1.0
0.9476923357987033,1.0
0.056496913063104455,0.0
0.8562542076390868,1.0
0.02209361653887282,0.0
0.903124697902004,1.0
0.04178604799509198,0.0
0.19580235766741855,0.0
0.9336908197786542,1.0
0.03508239263826631,0.0
0.042594872491991995,0.0
0.6612201701614535,1.0
0.5395193338974292,0.0
0.9657512987063497,1.0
0.9675891130894742,1.0
0.02869433049347384,0.0
0.7535502396516345,1.0
0.9140662061891265,1.0
0.8961689093837177,1.0
0.9866486131155351,1.0
0.024814255514240987,0.0
0.9593342171681264,1.0
0.05965613235796802,0.0
0.03279852323169111,0.0
0.1890117287782375,0.0
0.9449385917027902,1.0
0.028233736804152882,0.0
0.8426571778302511,1.0
0.9123717467035863,1.0
0.8889906999468002,1.0
0.057812863799294276,0.0
0.03020929580149126,0.0
0.0335847408147729,0.0
0.7084189376209513,0.0
0.03423022996858382,0.0
0.8042621191049674,1.0
0.0685698080838864,0.0
0.025812275655597784,0.0
0.9548576203801988,1.0
0.9820751946317641,1.0
0.02674098729657802,0.0
0.7609163816197272,0.0
0.03123006190656062,0.0
0.03879063484785293,0.0
0.9287168929912951,1.0
0.03722266140414454,0.0
0.05352315023442775,0.0
0.02205775397959459,0.0
0.8181669345617194,1.0
0.935122498745842,1.0
0.017681396351922615,0.0
0.027397199057717803,0.0
0.8258085583330596,1.0
0.7684007011674095,1.0
0.05243825435703249,0.0
0.75459704403955,1.0
0.16123946779103213,0.0
0.9271914107705787,1.0
0.9022454777057776,1.0
0.9793113284911517,1.0
0.8883873144172066,1.0
0.07738183071236236,0.0
0.9867820064642815,1.0
0.08900148778448559,0.0
0.9223458262572017,1.0
0.018607025545825644,0.0
0.870838134118365,1.0
0.940531533668213,1.0
0.8357597059984895,1.0
0.05497054762151311,0.0
0.0749828532759653,0.0
0.8066772375931075,1.0
0.8293618083314077,1.0
0.03331737944595701,0.0
0.8870992331562108,1.0
0.1397526788263299,0.0
0.9892005011662021,1.0
0.03879063484785293,0.0
0.07174585886883786,0.0
0.3900677619022101,0.0
0.041060438916612166,0.0
0.02922815974855625,0.0
0.03625893547883998,0.0
0.028214789078541143,0.0
0.14540423745261397,0.0
0.917717788712681,1.0
0.15986200160926925,0.0
0.20934521856752158,0.0
0.7372746037330056,1.0
0.051739964971288875,0.0
0.07822972319349149,0.0
0.9410137069493384,1.0
0.040514848532749705,0.0
0.8810321409327619,1.0
0.07126834975576805,0.0
0.9146730109114258,1.0
0.03954545343346806,0.0
0.04081558451446095,0.0
0.036927060055564565,0.0
0.19112569048181302,0.0
0.015418032398224927,0.0
0.9278034181528854,1.0
0.3346996312024366,0.0
0.03868800753087352,0.0
0.9175400859949925,1.0
0.7855415474706506,1.0
0.7938855807841825,1.0
0.2690814360976868,0.0
0.947250320412279,1.0
0.9902875982639133,1.0
0.8540689873891325,1.0
0.893626809271222,1.0
0.9542869184191491,1.0
0.15401499169332467,0.0
0.9986614858794116,1.0
0.8811312821206236,1.0
0.9904195645999576,1.0
0.9401665413840095,1.0
0.8700780127207267,1.0
0.037728250037036656,0.0
0.9720223800932716,1.0
0.8441192302415237,1.0
0.9868574561542532,1.0
0.8157569956585332,1.0
0.025941193450856274,0.0
0.03643189517030914,0.0
0.919252013279386,1.0
0.7805873141147062,1.0
0.7675150257264912,1.0
0.034330012191246186,0.0
0.039194890946233275,0.0
0.02891983039401386,0.0
0.7804138782262268,1.0
0.9725795738471263,1.0
0.5983454724823837,1.0
0.9970600907463063,1.0
0.027405461973556342,0.0
0.027488479114768125,0.0
0.9824664882615908,1.0
0.8146903749626973,1.0
0.028806476203124227,0.0
0.02581227565559779,0.0
0.9067434950994584,1.0
0.903577212859274,1.0
0.8731152388163402,1.0
0.02257779479148317,0.0
