y_pred_proba,y_test
1.623846194218087e-18,0.0
0.9999998031239378,1.0
0.9999999999839622,1.0
9.840156273576535e-18,0.0
0.9999999999660698,1.0
1.0993013204679165e-15,0.0
6.078963009895762e-13,0.0
1.7185643165680276e-11,0.0
2.9761627154726306e-20,0.0
0.9999999998417382,1.0
0.9999999999521991,1.0
2.700950853079783e-23,0.0
5.289487036136802e-14,0.0
0.9999999931792329,1.0
0.9999999999999041,1.0
0.9999999999973692,1.0
1.0,1.0
0.9999999868910852,1.0
4.7856465660550434e-17,0.0
2.3281658815665297e-16,0.0
0.9999999888441424,1.0
0.9999999999999645,1.0
9.353160989711031e-20,0.0
9.487382068994207e-23,0.0
1.0,1.0
0.9999995543043164,1.0
0.9999999467173298,1.0
0.9999999982490442,1.0
2.2181099747898423e-14,0.0
2.567334400721025e-18,0.0
4.5115331829861387e-20,0.0
1.0,1.0
0.024675710495862528,0.0
1.0,1.0
0.9999999863062605,1.0
9.823846059821771e-16,0.0
0.9999999999998321,1.0
1.0,1.0
1.0,1.0
1.0,1.0
0.9999999999462394,1.0
0.9999999999902904,1.0
7.000165552652243e-07,0.0
0.9999999999999991,1.0
1.0257485257177892e-20,0.0
0.9999999999999929,1.0
7.755148402313111e-15,0.0
1.0,1.0
1.0,1.0
0.9999999999999725,1.0
0.9999999988156523,1.0
1.0,1.0
1.6705135139417763e-20,0.0
1.6959584951317252e-12,0.0
1.0363675441079517e-16,0.0
6.9090701257944115e-12,0.0
8.209808014341091e-15,0.0
1.0,1.0
0.9960259194501018,0.0
2.039548471356389e-21,0.0
0.9999669569287931,1.0
0.9999999999999938,1.0
1.6437372140959772e-18,0.0
0.996749249716356,1.0
0.9999999997566489,1.0
6.558823385884373e-14,0.0
9.139160013721736e-17,0.0
5.482746132155836e-10,0.0
1.0,1.0
0.998512210766864,1.0
2.622338641947978e-20,0.0
1.1928446105430384e-18,0.0
1.4326778086869683e-10,0.0
0.9999999999999325,1.0
1.0,1.0
0.9999999946640754,1.0
0.9999999996416467,1.0
2.077958868198676e-22,0.0
0.9999999988350261,1.0
0.9999999999499574,1.0
2.79868882056253e-20,0.0
3.1587357092213966e-17,0.0
2.3540463227090186e-12,0.0
0.9999999883051514,1.0
0.9999999999991669,1.0
4.824857519502819e-16,0.0
0.9999999964485573,1.0
3.3311504565051778e-22,0.0
0.9999999994597824,1.0
2.0199093834276128e-17,0.0
3.551356077752816e-11,0.0
0.999999999995298,1.0
2.817054584794755e-19,0.0
3.4733863514849394e-19,0.0
0.9999415768717297,1.0
0.000652479078588732,0.0
0.9999999999999964,1.0
0.9999999999999831,1.0
3.418600322962336e-19,0.0
0.9999997966064045,1.0
0.9999999998459757,1.0
0.9999999994794182,1.0
1.0,1.0
3.510977057323337e-24,0.0
0.9999999999997629,1.0
9.764048946929113e-11,0.0
2.2524914574971224e-18,0.0
2.176422656031477e-11,0.0
0.9999999999978098,1.0
4.29399891071452e-18,0.0
0.9999999888239,1.0
0.9999999997728981,1.0
0.9999999990598356,1.0
2.6784448894294586e-13,0.0
3.2976113311922364e-20,0.0
8.119072758086995e-17,0.0
0.027808018281065366,0.0
2.6555476142028264e-18,0.0
0.9999999838012564,1.0
1.4970083179544383e-13,0.0
8.302352893285516e-19,0.0
0.9999999999998943,1.0
1.0,1.0
9.986618757715487e-22,0.0
0.00020503497802681415,0.0
4.5477839410802254e-18,0.0
6.749258126041343e-13,0.0
0.9999999999920508,1.0
1.4252012542244813e-17,0.0
5.956440206966297e-15,0.0
3.2190477038733268e-21,0.0
0.9999999824290154,1.0
0.9999999999948486,1.0
1.4527508220215675e-23,0.0
1.352544712117544e-22,0.0
0.9999999857803488,1.0
0.9999992451283124,1.0
3.4061609763884236e-17,0.0
0.9999992240364528,1.0
2.7989847325336964e-10,0.0
0.9999999999948788,1.0
0.9999999998501137,1.0
1.0,1.0
0.9999999996184838,1.0
5.604104260428247e-14,0.0
1.0,1.0
2.961796289602493e-11,0.0
0.9999999999844071,1.0
5.9634600664378675e-24,0.0
0.99999999215835,1.0
0.9999999999973337,1.0
0.9999999921569263,1.0
5.861530041646481e-14,0.0
5.154703554920473e-14,0.0
0.9999999702697688,1.0
0.9999999831686478,1.0
2.664675340082284e-20,0.0
0.9999999996490061,1.0
4.038341300345716e-15,0.0
1.0,1.0
8.993582667730943e-19,0.0
7.306223282121537e-14,0.0
8.92264451610541e-08,0.0
8.512288061708456e-16,0.0
2.0742236390567503e-21,0.0
3.098972569588785e-20,0.0
1.6556510488261794e-18,0.0
3.2892026036107945e-12,0.0
0.9999999999706661,1.0
1.511741312482184e-13,0.0
1.434195413679533e-11,0.0
0.9999988025475004,1.0
4.060688602479305e-16,0.0
2.1466810069184184e-15,0.0
0.9999999999952234,1.0
2.748382725454455e-16,0.0
0.9999999990800825,1.0
1.0158669519169937e-10,0.0
0.9999999998257643,1.0
5.957745010821996e-17,0.0
1.2471347934455095e-18,0.0
2.7993242087077274e-20,0.0
9.47235009335348e-08,0.0
9.087730526985362e-25,0.0
0.9999999999661355,1.0
5.8409346339624896e-05,0.0
3.3343083619118885e-18,0.0
0.9999999999742624,1.0
0.9999997347196882,1.0
0.9999998551437618,1.0
5.341755646149481e-07,0.0
0.9999999999975788,1.0
1.0,1.0
0.99999998485964,1.0
0.9999999995327142,1.0
0.9999999999992761,1.0
8.514014132004872e-12,0.0
1.0,1.0
0.9999999977589225,1.0
1.0,1.0
0.9999999999997939,1.0
0.9999999896607079,1.0
5.916304511041574e-16,0.0
0.9999999999999964,1.0
0.9999999515921661,1.0
1.0,1.0
0.9999999979175271,1.0
5.13479817921451e-16,0.0
5.945649030493124e-17,0.0
0.9999999999739639,1.0
0.999999786042207,1.0
0.9999999926807668,1.0
3.4490719848647483e-19,0.0
3.184748053838837e-16,0.0
1.473504053199304e-25,0.0
0.9999998917237441,1.0
0.9999999999999991,1.0
0.9998216197183412,1.0
1.0,1.0
9.869003949897745e-22,0.0
9.720962387900958e-21,0.0
0.9999999999999991,1.0
0.9999999766678409,1.0
2.2589913540144316e-19,0.0
2.1451980344045365e-21,0.0
0.9999999999602869,1.0
0.9999999999813944,1.0
0.9999999999353903,1.0
4.9866591764426017e-23,0.0
3.44450116255058e-13,0.0
3.040509053161867e-22,0.0
1.0,1.0
0.9999999997890274,1.0
0.9999999999998233,1.0
1.0,1.0
0.9999999999999414,1.0
1.0,1.0
0.9999999989105506,1.0
1.7249969984013634e-24,0.0
1.4770094132612183e-15,0.0
0.9999999999918456,1.0
